,CONTESTANT,SHOW,Round_Eliminated,First_Impression_Rose,Percentage Left after D1,Match Region,Match City,Political Difference,Age Difference
44,12_NICK_B,Bachelorette,3,0,,0,0,-15.0,7
45,12_CHRISTIAN_B,Bachelorette,3,0,,0,0,-20.0,0
46,12_ALI_Z,Bachelorette,3,0,,0,0,-20.0,1
47,12_WILL_H,Bachelorette,2,0,,0,0,-15.0,0
48,12_JAMES_S,Bachelorette,2,0,,1,0,-3.0,1
49,12_BRANDON_H,Bachelorette,2,0,,0,0,-15.0,2
50,12_SAL_D,Bachelorette,1,0,,0,0,-5.0,2
51,12_PETER_M,Bachelorette,1,0,,0,0,-15.0,0
52,12_NICK_S,Bachelorette,1,0,,0,0,-20.0,0
53,12_JONATHAN_H,Bachelorette,1,0,,0,0,-15.0,3
54,12_JAKE_P,Bachelorette,1,0,,0,0,-20.0,0
55,12_COLEY_K,Bachelorette,1,0,,0,0,-15.0,1
56,11_SHAWN_B,Bachelorette,0,1,44.444444444444436,0,0,1.0,-2
57,11_NICK_V,Bachelorette,9,0,33.33333333333333,0,0,7.0,4
58,11_BEN_H,Bachelorette,8,0,44.444444444444436,0,0,16.0,-4
59,11_JARED_H,Bachelorette,7,0,55.555555555555564,0,0,-3.0,-4
60,11_JOE_B,Bachelorette,7,0,,0,0,22.0,-2
61,11_CHRIS_S,Bachelorette,7,0,22.222222222222218,0,0,-5.0,-2
62,11_BEN_Z,Bachelorette,6,0,66.66666666666666,0,0,6.0,-4
63,11_TANNER_T,Bachelorette,6,0,,0,0,20.0,-2
64,11_JOSHUA_A,Bachelorette,5,0,,0,0,26.0,1
65,11_JUSTIN_R,Bachelorette,5,0,,0,0,0.0,-2
66,11_IAN_T,Bachelorette,5,0,,0,0,0.0,-2
67,11_JONATHAN_H,Bachelorette,4,0,,0,0,6.0,3
68,11_RYAN_B,Bachelorette,4,0,,0,0,9.0,2
69,11_CLINT_A,Bachelorette,3,0,77.7777777777778,0,0,0.0,-3
70,11_TONY_H,Bachelorette,3,0,,0,0,16.0,5
71,11_DANIEL_F,Bachelorette,2,0,,0,0,21.0,-2
72,11_KUPAH_J,Bachelorette,2,0,,0,0,-5.0,2
73,11_BRADLEY_C,Bachelorette,1,0,,0,0,12.0,-5
74,11_DAVID_X,Bachelorette,1,0,,0,0,9.0,-2
75,11_JOSH_S,Bachelorette,1,0,,0,0,0.0,-3
76,11_SHAWN_E,Bachelorette,1,0,,0,0,9.0,1
77,11_BRADY_T,Bachelorette,1,0,,0,0,10.0,3
78,11_RYAN_M,Bachelorette,1,0,,0,0,16.0,-2
79,10_JOSH_M,Bachelorette,0,0,50.0,1,0,-3.0,2
80,10_NICK_V,Bachelorette,10,1,70.0,0,0,-5.0,6
81,10_CHRIS_S,Bachelorette,9,0,80.0,0,0,-2.0,5
82,10_MARCUS_G,Bachelorette,8,0,60.0,0,0,-3.0,-2
83,10_BRIAN_O,Bachelorette,7,0,50.0,0,0,-5.0,0
84,10_DYLAN_P,Bachelorette,7,0,60.0,0,0,-17.0,-1
85,10_CODY_S,Bachelorette,6,0,40.0,0,0,8.0,1
86,10_ANDREW_P,Bachelorette,5,0,,0,0,-17.0,3
87,10_MARQUEL_M,Bachelorette,5,0,,0,0,-17.0,-1
88,10_PATRICK_J,Bachelorette,5,0,,0,0,-12.0,2
89,10_TASOS_H,Bachelorette,4,0,,0,0,-6.0,3
90,10_ERIC_H,Bachelorette,4,0,80.0,0,0,-17.0,4
91,10_BRADLEY_W,Bachelorette,3,0,,0,0,-6.0,5
92,10_BRETT_M,Bachelorette,3,0,,0,0,-5.0,2
93,10_RON_W,Bachelorette,3,0,,0,0,-5.0,1
94,10_CARL_K,Bachelorette,2,0,,0,0,-17.0,3
95,10_CRAIG_M,Bachelorette,2,0,,0,0,-2.0,2
96,10_NICK_S,Bachelorette,2,0,,0,0,-12.0,0
97,10_EMIL_S,Bachelorette,1,0,,0,0,-10.0,6
98,10_JASON_L,Bachelorette,1,0,,0,0,-5.0,8
99,10_JOSH_B,Bachelorette,1,0,,0,0,-6.0,2
100,10_MIKE_C,Bachelorette,1,0,,0,0,-17.0,2
101,10_RUDIE_D,Bachelorette,1,0,,0,0,-17.0,4
102,10_STEVEN_W,Bachelorette,1,0,,0,0,-17.0,3
103,09_CHRIS_S,Bachelorette,0,0,50.0,0,0,-4.0,0
104,09_DREW_K,Bachelorette,10,1,40.0,0,0,6.0,0
105,09_BROOKS_F,Bachelorette,9,0,80.0,0,0,0.0,0
106,09_ZAK_W,Bachelorette,8,1,40.0,0,0,9.0,4
107,09_MICHAEL_G,Bachelorette,7,1,30.0,0,0,-11.0,6
108,09_JAMES_C,Bachelorette,6,0,60.0,0,0,6.0,0
109,09_KASEY_S,Bachelorette,6,0,70.0,0,0,21.0,2
110,09_MIKEY_T,Bachelorette,5,0,,0,0,-6.0,3
111,09_BEN_S,Bachelorette,5,1,,0,0,9.0,1
112,09_BRYDEN_V,Bachelorette,5,1,80.0,0,0,12.0,-1
113,09_ZACK_K,Bachelorette,4,0,,0,0,-11.0,1
114,09_BRAD_M,Bachelorette,4,0,60.0,1,0,0.0,0
115,09_BRANDON_A,Bachelorette,3,0,,0,0,0.0,-1
116,09_DAN_C,Bachelorette,3,0,,0,0,-11.0,3
117,09_BRIAN_J,Bachelorette,3,0,,0,0,-11.0,2
118,09_NICK_M,Bachelorette,2,1,,0,0,-11.0,0
119,09_ROBERT_G,Bachelorette,2,0,,0,0,6.0,3
120,09_WILL_R,Bachelorette,2,0,,0,0,-6.0,1
121,09_DIOGO_C,Bachelorette,1,0,,0,0,1.0,2
122,09_LARRY_B,Bachelorette,1,0,,0,0,14.0,7
123,09_MICAH_X,Bachelorette,1,0,,0,0,0.0,5
124,09_MIKE_X,Bachelorette,1,0,,0,0,1.0,1
125,09_NICK_R,Bachelorette,1,0,,0,0,-5.0,-1
126,09_JONATHAN_V,Bachelorette,1,0,,0,0,4.0,-1
127,08_JEF_H,Bachelorette,0,0,50.0,0,0,17.0,1
128,08_SEAN_L,Bachelorette,9,0,50.0,0,0,5.0,2
129,08_CHRIS_B,Bachelorette,8,0,70.0,0,0,-10.0,-1
130,08_JOHN_W,Bachelorette,7,0,30.0,0,0,6.0,4
131,08_DOUG_C,Bachelorette,7,1,60.0,0,0,-10.0,7
132,08_RYAN_B,Bachelorette,6,0,80.0,0,0,2.0,5
133,08_TRAVIS_P,Bachelorette,6,0,40.0,0,0,6.0,4
134,08_ALEJANDRO_V,Bachelorette,5,0,,0,0,-15.0,-1
135,08_KALON_M,Bachelorette,5,0,,0,0,5.0,1
136,08_CHARLIE_G,Bachelorette,4,0,,0,0,-15.0,6
137,08_MICHAEL_N,Bachelorette,4,0,,0,0,5.0,0
138,08_NATHAN_B,Bachelorette,4,0,,0,0,2.0,-1
139,08_STEVIE_A,Bachelorette,3,0,,0,0,-10.0,0
140,08_ALESSANDRO_G,Bachelorette,3,0,,0,0,-4.0,4
141,08_TONY_P,Bachelorette,3,0,,0,0,-8.0,5
142,08_AARON_M,Bachelorette,2,0,,0,0,-8.0,10
143,08_KYLE_D,Bachelorette,2,0,,0,0,-15.0,3
144,08_JOE_G,Bachelorette,2,0,80.0,0,0,-1.0,1
145,08_BRENT_R,Bachelorette,1,0,,0,0,5.0,15
146,08_DAVID_H,Bachelorette,1,0,,0,0,-4.0,7
147,08_JACKSON_L,Bachelorette,1,0,,0,0,-10.0,3
148,08_JEANPAUL_L,Bachelorette,1,0,,0,0,-15.0,9
149,08_LERONE_A,Bachelorette,1,0,,0,0,-15.0,3
150,07_BEN_F,Bachelorette,10,0,50.0,0,0,-9.0,2
151,07_CONSTANTINE_T,Bachelorette,9,0,60.0,0,0,8.0,4
152,07_AMES_B,Bachelorette,8,0,60.0,0,0,3.0,5
153,07_LUCAS_D,Bachelorette,7,0,40.0,0,0,11.0,4
154,07_RYAN_P,Bachelorette,7,1,30.0,0,0,-9.0,5
155,07_BLAKE_J,Bachelorette,6,0,,0,0,2.0,1
156,07_RYAN_M,Bachelorette,6,0,80.0,0,0,2.0,1
157,07_RYAN_M,Bachelorette,6,0,80.0,0,0,2.0,1
158,07_RYAN_M,Bachelorette,6,0,80.0,0,0,2.0,1
159,07_RYAN_M,Bachelorette,6,0,80.0,0,0,2.0,1
160,07_RYAN_M,Bachelorette,2,0,,0,0,2.0,1
161,07_RYAN_M,Bachelorette,2,0,,0,0,2.0,1
162,07_RYAN_M,Bachelorette,2,0,,0,0,2.0,1
163,07_RYAN_M,Bachelorette,2,0,,0,0,2.0,1
164,07_NICK_P,Bachelorette,5,0,,0,0,5.0,0
165,07_WILLIAM_H,Bachelorette,5,0,80.0,0,0,6.0,4
166,07_BEN_C,Bachelorette,5,0,70.0,0,0,14.0,2
167,07_WEST_L,Bachelorette,4,0,,0,0,11.0,4
168,07_CHRIS_D,Bachelorette,3,0,,0,0,-4.0,-1
169,07_JEFF_M,Bachelorette,3,0,,0,0,12.0,9
170,07_BENTLEY_W,Bachelorette,3,0,,0,0,23.0,2
171,07_MATT_C,Bachelorette,2,0,,1,0,-9.0,2
172,07_STEPHEN_D,Bachelorette,2,0,,1,0,-3.0,1
173,07_ANTHONY_S,Bachelorette,1,0,,0,0,-4.0,2
174,07_CHRIS_M,Bachelorette,1,0,,0,0,5.0,1
175,07_FRANK_C,Bachelorette,1,0,,0,0,12.0,3
176,07_JON_E,Bachelorette,1,0,,0,0,-4.0,0
177,07_MICHAEL_B,Bachelorette,1,0,,1,0,-7.0,3
178,07_ROB_D,Bachelorette,1,0,,0,0,2.0,1
179,07_TIM_M,Bachelorette,1,0,,0,0,-9.0,9
180,06_ROBERT_M,Bachelorette,0,1,70.0,0,0,14.0,2
181,06_CHRIS_L,Bachelorette,10,0,60.0,1,0,0.0,7
182,06_FRANK_N,Bachelorette,9,0,80.0,0,0,5.0,5
183,06_KIRK_D,Bachelorette,8,0,50.0,0,0,12.0,1
184,06_TY_B,Bachelorette,7,0,40.0,0,0,21.0,5
185,06_CRAIG_R,Bachelorette,6,0,,0,0,-6.0,-8
186,06_JUSTIN_R,Bachelorette,6,0,,0,0,14.0,0
187,06_CHRIS_N,Bachelorette,5,0,,0,0,14.0,3
188,06_KASEY_K,Bachelorette,5,0,60.0,0,0,0.0,1
189,06_JESSE_B,Bachelorette,4,0,80.0,0,0,21.0,-2
190,06_JONATHAN_N,Bachelorette,4,0,,1,0,0.0,4
191,06_JOHN_C,Bachelorette,3,0,,0,0,5.0,6
192,06_STEVE_K,Bachelorette,3,0,,0,0,15.0,2
193,06_HUNTER_W,Bachelorette,3,0,70.0,0,0,20.0,2
194,06_CHRIS_H,Bachelorette,2,0,,0,0,5.0,1
195,06_CRAIG_M,Bachelorette,2,0,,0,0,14.0,8
196,06_TYLER_V,Bachelorette,2,0,,1,0,-3.0,-1
197,06_DEREK_X,Bachelorette,1,0,,0,0,11.0,2
198,06_DERRICK_S,Bachelorette,1,0,,0,0,0.0,1
199,06_JASON_W,Bachelorette,1,0,,0,0,26.0,1
200,06_JAY_R,Bachelorette,1,0,,1,0,2.0,3
201,06_JOHN_N,Bachelorette,1,0,,0,0,25.0,1
202,06_KYLE_H,Bachelorette,1,0,,0,0,11.0,0
203,06_PHIL_K,Bachelorette,1,0,,0,0,15.0,4
204,06_TYLER_M,Bachelorette,1,0,,0,0,23.0,-1
205,05_ED_S,Bachelorette,0,0,70.0,0,0,-3.0,-1
206,05_KIPTYN_L,Bachelorette,10,0,60.0,0,0,-14.0,1
207,05_REID_R,Bachelorette,9,0,40.0,0,0,-2.0,0
208,05_WES_H,Bachelorette,8,0,30.0,0,0,6.0,2
209,05_JESSE_K,Bachelorette,7,0,50.0,0,0,-14.0,-3
210,05_MICHAEL_S,Bachelorette,7,0,50.0,0,0,-9.0,-5
211,05_JAKE_P,Bachelorette,6,0,80.0,0,0,6.0,1
212,05_TANNER_P,Bachelorette,6,0,,0,0,6.0,0
213,05_ROBBY_D,Bachelorette,6,0,40.0,0,0,6.0,-5
214,05_MARK_H,Bachelorette,5,0,,0,0,-9.0,-4
215,05_DAVID_G,Bachelorette,4,1,,0,0,1.0,-3
216,05_JUAN_B,Bachelorette,4,0,,0,0,-2.0,5
217,05_MIKE_S,Bachelorette,4,0,,0,0,-14.0,-2
218,05_BRAD_S,Bachelorette,3,0,,0,0,-9.0,-3
219,05_TANNER_F,Bachelorette,3,0,,0,0,11.0,-2
220,05_SASHA_P,Bachelorette,3,0,70.0,0,0,6.0,-3
221,05_BRIAN_D,Bachelorette,2,0,,0,0,12.0,2
222,05_JULIEN_H,Bachelorette,2,0,,0,0,-14.0,4
223,05_MATHUE_J,Bachelorette,2,0,,0,0,11.0,-5
224,05_SIMON_A,Bachelorette,2,0,,0,0,-2.0,-4
225,05_ADAM_D,Bachelorette,1,0,,0,0,-14.0,-3
226,05_BRIAN_V,Bachelorette,1,0,,0,0,18.0,-2
227,05_BRYCE_H,Bachelorette,1,0,,0,0,0.0,1
228,05_CALEB_K,Bachelorette,1,0,,0,0,7.0,-3
229,05_GREG_B,Bachelorette,1,0,,0,0,-5.0,1
230,05_JOHN_H,Bachelorette,1,0,,0,0,17.0,-3
231,05_JOHN_P,Bachelorette,1,0,,0,0,7.0,-1
232,05_JOSH_Y,Bachelorette,1,0,,0,0,-14.0,-5
233,05_KYLE_Y,Bachelorette,1,0,,0,0,6.0,-4
234,05_STEPHEN_R,Bachelorette,1,0,,0,0,-14.0,0
235,04_JESSE_C,Bachelorette,0,1,50.0,0,0,-6.0,-1
236,04_JASON_M,Bachelorette,8,0,62.5,0,0,-2.0,4
237,04_JEREMY_A,Bachelorette,7,1,37.5,0,0,3.0,3
238,04_GRAHAM_B,Bachelorette,6,0,75.0,0,0,-2.0,2
239,04_SEAN_R,Bachelorette,5,0,37.5,1,0,10.0,6
240,04_BLAINE_T,Bachelorette,5,0,,1,0,15.0,6
241,04_ROBERT_F,Bachelorette,4,0,,0,0,-17.0,1
242,04_PAUL_B,Bachelorette,3,0,,0,0,-3.0,-4
243,04_RONALD_M,Bachelorette,3,0,,0,0,-6.0,9
244,04_RICHARD_M,Bachelorette,3,1,62.5,0,0,-17.0,0
245,04_ERIC_P,Bachelorette,2,0,,0,0,-17.0,5
246,04_RYAN_H,Bachelorette,2,0,,0,0,-6.0,1
247,04_BRIAN_W,Bachelorette,1,0,,0,0,3.0,4
248,04_BRIAN_W,Bachelorette,1,0,,0,0,4.0,2
249,04_BRIAN_W,Bachelorette,1,0,,0,0,3.0,4
250,04_BRIAN_W,Bachelorette,1,0,,0,0,4.0,2
251,04_CHANDLER_F,Bachelorette,1,0,,1,0,-6.0,-2
252,04_DONATO_C,Bachelorette,1,0,,0,0,3.0,-1
253,04_JEFFREY_H,Bachelorette,1,0,,1,0,-3.0,0
254,04_LUKE_H,Bachelorette,1,0,,0,0,-2.0,0
255,04_PATRICK_C,Bachelorette,1,0,,0,0,-12.0,-1
256,04_PATRICK_D,Bachelorette,1,0,,0,0,-12.0,0
257,04_SPERO_S,Bachelorette,1,0,,0,0,-11.0,11
258,03_JERRY_F,Bachelorette,0,0,50.0,0,0,-15.0,0
259,03_WENDELL_J,Bachelorette,5,0,37.5,1,0,-10.0,3
260,03_BEN_S,Bachelorette,4,0,,0,0,-4.0,-3
261,03_JOSH_C,Bachelorette,3,0,,0,0,-15.0,-1
262,03_KEITH,Bachelorette,3,1,75.0,0,0,-15.0,-1
263,03_JASON_I,Bachelorette,2,0,,0,0,5.0,0
264,03_MARK,Bachelorette,2,0,,0,0,-15.0,1
265,03_MATT_M,Bachelorette,2,0,,0,0,-15.0,3
266,03_MICHAEL_F,Bachelorette,2,0,,1,0,-4.0,2
267,03_RYAN_SM,Bachelorette,2,0,,0,0,-15.0,-1
268,03_RYAN_SM,Bachelorette,2,0,,0,0,-15.0,5
269,03_RYAN_SM,Bachelorette,2,0,,0,0,-15.0,-1
270,03_RYAN_SM,Bachelorette,2,0,,0,0,-15.0,5
271,03_STU_L,Bachelorette,2,0,,0,0,-15.0,-2
272,03_ANDREW,Bachelorette,1,0,,0,0,-15.0,8
273,03_ANDY_L,Bachelorette,1,0,,0,0,-4.0,0
274,03_CHRIS_M,Bachelorette,1,0,,1,0,0.0,4
275,03_CHRIS_C,Bachelorette,1,0,,0,0,12.0,-2
276,03_COLLIN_E,Bachelorette,1,0,,0,0,5.0,-2
277,03_DAVID_V,Bachelorette,1,0,,1,0,-10.0,1
278,03_ERIC_H,Bachelorette,1,0,,0,0,-15.0,6
279,03_ERIC_T,Bachelorette,1,0,,0,0,-15.0,8
280,03_KEVIN,Bachelorette,1,0,,0,0,-15.0,-3
281,03_MATT_L,Bachelorette,1,0,,0,0,-15.0,4
282,02_IAN_M,Bachelorette,0,0,57.14285714285714,0,0,-7.0,-1
283,02_MATTHEW_H,Bachelorette,7,0,42.857142857142854,0,0,13.0,-2
284,02_CHAD_X,Bachelorette,6,0,42.857142857142854,0,0,-7.0,1
285,02_LANNY_X,Bachelorette,5,0,42.857142857142854,0,0,13.0,-4
286,02_BRAD_X,Bachelorette,4,0,,0,0,4.0,-1
287,02_RYAN_M,Bachelorette,4,0,,0,0,-7.0,0
288,02_SEAN_X,Bachelorette,4,0,,0,0,-2.0,1
289,02_RICK_X,Bachelorette,3,0,71.42857142857143,0,0,-7.0,-1
290,02_RYAN_R,Bachelorette,3,0,,0,0,-7.0,-1
291,02_TODD_X,Bachelorette,3,0,,0,0,-7.0,6
292,02_DAMON_X,Bachelorette,2,0,,0,0,-7.0,-2
293,02_ELIOT_X,Bachelorette,2,0,,0,0,-7.0,-5
294,02_HAROLD_H,Bachelorette,2,0,,0,0,-2.0,-1
295,02_MARCUS_X,Bachelorette,2,0,,0,0,-7.0,-4
296,02_ROBERT_X,Bachelorette,2,0,,0,0,-7.0,2
297,02_AARON_X,Bachelorette,1,0,,0,0,-7.0,2
298,02_ANDY_C,Bachelorette,1,0,,0,0,13.0,3
299,02_ANSELM_C,Bachelorette,1,0,,0,0,-7.0,2
300,02_BRIAN_X,Bachelorette,1,0,,0,0,-7.0,1
301,02_CHRIS_X,Bachelorette,1,0,,0,0,-7.0,1
302,02_CORY_H,Bachelorette,1,0,,0,0,-2.0,-6
303,02_JEFF_O,Bachelorette,1,0,,0,0,10.0,0
304,02_JUSTIN_X,Bachelorette,1,0,,0,0,7.0,-5
305,02_KEITH_X,Bachelorette,1,0,,0,0,-7.0,1
306,02_TREVER_X,Bachelorette,1,0,,0,0,5.0,5
307,01_RYAN_S,Bachelorette,0,0,50.0,0,0,-10.0,-3
308,01_CHARLIE_M,Bachelorette,6,0,50.0,0,0,-21.0,-3
309,01_GREG_T,Bachelorette,4,0,33.33333333333333,0,0,-21.0,-3
310,01_BOB_G,Bachelorette,3,0,,1,0,-10.0,0
311,01_JAMIE_B,Bachelorette,3,0,,1,0,-16.0,-4
312,01_MIKE_X,Bachelorette,3,0,,1,0,-6.0,-7
313,01_ROB_X,Bachelorette,3,0,,0,0,-1.0,-2
314,01_BRIAN_C,Bachelorette,2,0,,0,0,-1.0,-3
315,01_BRIAN_S,Bachelorette,2,0,,0,0,-1.0,-3
316,01_BROOK_X,Bachelorette,2,0,,0,0,-1.0,-2
317,01_JACK_X,Bachelorette,2,0,,1,0,-6.0,-4
318,01_JEFF_X,Bachelorette,2,0,,0,0,-21.0,-6
319,01_JOSH_X,Bachelorette,2,0,,0,0,-7.0,0
320,01_BRIAN_H,Bachelorette,2,0,,1,0,-6.0,-1
321,01_BILLY_X,Bachelorette,1,0,,0,0,-21.0,-3
322,01_BRIAN_K,Bachelorette,1,0,,0,0,-21.0,0
323,01_CHRIS_X,Bachelorette,1,0,,0,0,-9.0,4
324,01_DUANE_X,Bachelorette,1,0,,1,0,-10.0,-3
325,01_ERIC_X,Bachelorette,1,0,,0,0,0.0,2
326,01_GREGG_H,Bachelorette,1,0,,0,0,-16.0,3
327,01_MATT_X,Bachelorette,1,0,,0,0,-21.0,11
328,01_PAUL_X,Bachelorette,1,0,,0,0,-27.0,-5
329,01_PETER_X,Bachelorette,1,0,,0,0,-21.0,-6
330,01_WAYNE_X,Bachelorette,1,0,,0,0,-21.0,6
